5.008228e+002,1.422064e+002
5.017870e+002,1.409181e+002
5.027513e+002,1.404182e+002
5.037155e+002,1.401324e+002
5.046797e+002,1.364467e+002
5.056440e+002,1.339637e+002
5.066082e+002,1.321627e+002
5.075724e+002,1.313979e+002
5.085367e+002,1.316501e+002
5.095009e+002,1.326275e+002
5.104651e+002,1.332223e+002
5.114294e+002,1.328585e+002
5.123936e+002,1.318465e+002
5.133578e+002,1.308693e+002
5.143221e+002,1.303062e+002
5.152863e+002,1.298120e+002
5.162505e+002,1.288705e+002
5.172148e+002,1.273828e+002
5.181790e+002,1.255127e+002
5.191432e+002,1.234259e+002
5.201075e+002,1.211926e+002
5.210717e+002,1.187908e+002
5.220359e+002,1.160958e+002
5.230002e+002,1.126616e+002
5.239644e+002,1.082323e+002
5.249286e+002,1.029844e+002
5.258929e+002,9.744905e+001
5.268571e+002,9.210257e+001
5.278214e+002,8.684848e+001
5.287856e+002,8.146606e+001
5.297498e+002,7.608624e+001
5.307141e+002,7.101910e+001
5.316783e+002,6.664749e+001
5.326425e+002,6.296252e+001
5.336068e+002,5.951892e+001
5.345710e+002,5.604269e+001
5.355352e+002,5.239713e+001
5.364995e+002,4.876640e+001
5.374637e+002,4.562151e+001
5.384279e+002,4.346656e+001
5.393922e+002,4.255933e+001
5.403564e+002,4.261626e+001
5.413206e+002,4.294951e+001
5.422849e+002,4.330481e+001
5.432491e+002,4.376643e+001
5.442133e+002,4.440990e+001
5.451776e+002,4.497757e+001
5.461418e+002,4.498078e+001
5.471060e+002,4.426920e+001
5.480703e+002,4.317411e+001
5.490345e+002,4.210746e+001
5.499987e+002,4.139288e+001
5.509630e+002,4.137750e+001
5.519272e+002,4.215817e+001
5.528914e+002,4.344030e+001
5.538557e+002,4.472040e+001
5.548199e+002,4.566325e+001
5.557841e+002,4.604861e+001
5.567484e+002,4.579363e+001
5.577126e+002,4.478749e+001
5.586768e+002,4.304499e+001
5.596411e+002,4.078279e+001
5.606053e+002,3.858290e+001
5.615695e+002,3.708397e+001
5.625338e+002,3.659629e+001
5.634980e+002,3.708824e+001
5.644622e+002,3.839053e+001
5.654265e+002,4.000425e+001
5.663907e+002,4.135851e+001
5.673549e+002,4.223173e+001
5.683192e+002,4.280823e+001
5.692834e+002,4.335202e+001
5.702476e+002,4.375363e+001
5.712119e+002,4.375470e+001
5.721761e+002,4.333071e+001
5.731403e+002,4.272040e+001
5.741046e+002,4.230730e+001
5.750688e+002,4.229346e+001
5.760330e+002,4.251503e+001
5.769973e+002,4.281186e+001
5.779615e+002,4.276792e+001
5.789257e+002,4.203538e+001
5.798900e+002,4.070846e+001
5.808542e+002,3.943596e+001
5.818184e+002,3.875887e+001
5.827827e+002,3.888997e+001
5.837469e+002,3.966610e+001
5.847111e+002,4.082776e+001
5.856754e+002,4.173634e+001
5.866396e+002,4.177655e+001
5.876038e+002,4.088261e+001
5.885681e+002,3.960253e+001
5.895323e+002,3.841885e+001
5.904965e+002,3.787927e+001
5.914608e+002,3.838657e+001
5.924250e+002,3.990666e+001
5.933892e+002,4.214679e+001
5.943535e+002,4.473213e+001
5.953177e+002,4.735423e+001
5.962819e+002,4.984407e+001
5.972462e+002,5.208030e+001
5.982104e+002,5.418240e+001
5.991746e+002,5.634374e+001
6.001389e+002,5.854202e+001
6.011031e+002,6.071112e+001
6.020673e+002,6.280970e+001
6.030316e+002,6.489563e+001
6.039958e+002,6.714871e+001
6.049600e+002,6.961549e+001
6.059243e+002,7.218053e+001
6.068885e+002,7.469444e+001
6.078527e+002,7.629562e+001
6.088169e+002,7.610527e+001
6.097811e+002,7.404108e+001
6.107454e+002,7.109628e+001
6.117096e+002,6.835521e+001
6.126738e+002,6.613812e+001
6.136381e+002,6.434675e+001
6.146023e+002,6.297937e+001
6.155665e+002,6.173737e+001
6.165308e+002,6.046136e+001
6.174950e+002,5.931155e+001
6.184592e+002,5.884572e+001
6.194235e+002,5.920254e+001
6.203877e+002,5.982792e+001
6.213519e+002,6.011728e+001
6.223162e+002,5.985997e+001
6.232804e+002,5.898247e+001
6.242446e+002,5.758348e+001
6.252089e+002,5.624128e+001
6.261731e+002,5.556068e+001
6.271373e+002,5.579008e+001
6.281016e+002,5.678677e+001
6.290658e+002,5.826208e+001
6.300300e+002,5.965533e+001
6.309943e+002,6.017627e+001
6.319585e+002,5.950329e+001
6.329227e+002,5.801671e+001
6.338870e+002,5.614822e+001
6.348512e+002,5.431198e+001
6.358154e+002,5.305835e+001
6.367797e+002,5.267217e+001
6.377439e+002,5.288525e+001
6.387081e+002,5.328771e+001
6.396724e+002,5.362349e+001
6.406366e+002,5.378489e+001
6.416008e+002,5.372320e+001
6.425651e+002,5.346851e+001
6.435293e+002,5.328613e+001
6.444935e+002,5.322027e+001
6.454578e+002,5.311842e+001
6.464220e+002,5.280367e+001
6.473862e+002,5.268426e+001
6.483505e+002,5.352998e+001
6.493147e+002,5.542600e+001
6.502789e+002,5.758517e+001
6.512432e+002,5.912580e+001
6.522074e+002,5.963697e+001
6.531716e+002,5.939525e+001
6.541359e+002,5.867772e+001
6.551001e+002,5.839304e+001
6.560643e+002,5.943472e+001
6.570286e+002,6.151580e+001
6.579928e+002,6.327843e+001
6.589570e+002,6.366180e+001
6.599213e+002,6.301240e+001
6.608855e+002,6.223026e+001
6.618497e+002,6.164163e+001
6.628140e+002,6.138890e+001
6.637782e+002,6.148816e+001
6.647424e+002,6.131805e+001
6.657067e+002,5.986588e+001
6.666709e+002,5.703057e+001
6.676351e+002,5.393409e+001
6.685994e+002,5.154346e+001
6.695636e+002,5.032228e+001
6.705278e+002,5.042633e+001
6.714921e+002,5.169549e+001
6.724563e+002,5.306456e+001
6.734205e+002,5.347354e+001
6.743848e+002,5.272197e+001
6.753490e+002,5.124363e+001
6.763132e+002,4.951355e+001
6.772775e+002,4.756310e+001
6.782417e+002,4.549752e+001
6.792059e+002,4.357294e+001
6.801702e+002,4.183514e+001
6.811344e+002,4.043532e+001
6.820986e+002,3.950525e+001
6.830629e+002,3.910754e+001
6.840271e+002,3.911895e+001
6.849913e+002,3.898251e+001
6.859556e+002,3.842352e+001
6.869198e+002,3.768376e+001
6.878840e+002,3.719805e+001
6.888483e+002,3.717595e+001
6.898125e+002,3.759772e+001
6.907767e+002,3.830635e+001
6.917410e+002,3.900364e+001
6.927052e+002,3.931913e+001
6.936694e+002,3.905075e+001
6.946337e+002,3.825371e+001
6.955979e+002,3.714043e+001
6.965621e+002,3.572792e+001
6.975264e+002,3.406816e+001
6.984906e+002,3.230737e+001
6.994548e+002,3.082153e+001
7.004191e+002,2.992702e+001
7.013833e+002,2.976046e+001
7.023475e+002,3.033632e+001
7.033118e+002,3.140219e+001
7.042760e+002,3.219437e+001
7.052402e+002,3.193400e+001
7.062045e+002,3.054955e+001
7.071687e+002,2.900574e+001
7.081329e+002,2.798147e+001
7.090972e+002,2.757097e+001
7.100614e+002,2.760560e+001
7.110256e+002,2.776443e+001
7.119899e+002,2.751097e+001
7.129541e+002,2.646394e+001
7.139183e+002,2.483719e+001
7.148826e+002,2.332968e+001
7.158468e+002,2.229986e+001
7.168110e+002,2.191857e+001
7.177753e+002,2.227077e+001
7.187395e+002,2.291858e+001
7.197037e+002,2.324057e+001
7.206680e+002,2.313998e+001
7.216322e+002,2.303152e+001
7.225964e+002,2.337009e+001
7.235607e+002,2.418731e+001
7.245249e+002,2.523823e+001
7.254891e+002,2.622740e+001
7.264534e+002,2.636162e+001
7.274176e+002,2.515262e+001
7.283818e+002,2.305684e+001
